sampleID	sample_ID_16S	old_sample_label	month	type	tube_label	sample_collection	envi_collection_date	temp	dissolved_oxygen	conduct.	pH	free_Cl	Br	turbidity	num_filters_used	SG_Total	SG1_count	SG2_count	SG4_count	SG6_count	Grand_Total_Leg_per_L	Leg_per_L_in_Serogroup_1	Leg_per_L_in_Serogroup_2	Leg_per_L_in_Serogroup_4	Leg_per_L_in_Serogroup_6	new_16S_R1	new_16S_R2	old_16S_R1	old_16S_R2	new_18S_R1	new_18S_R2	old_18S_R1	old_18S_R2
apr13_E_73	apr13_E_73_16S	73	april	bright	E	4/13/16	4/11/16	12.7	100	0.598	8.39	3.92	8.74	4	2	12	8	0	4	0	1.82E+05	1.22E+05	0.00E+00	6.08E+04	0.00E+00	apr13_E_73_16S_16S_S11_L001_R1_001.fastq	apr13_E_73_16S_16S_S11_L001_R2_001.fastq	7316S_S11_L001_R1_001.fastq	7316S_S11_L001_R2_001.fastq	apr13_E_73_16S_18S_S11_L001_R1_001.fastq	apr13_E_73_16S_18S_S11_L001_R2_001.fastq	7318S_S11_L001_R1_001.fastq	7318S_S11_L001_R2_001.fastq
apr13_W_74	apr13_W_74_16S	74	april	dark	W	4/13/16	4/11/16	12.7	100	0.598	8.39	3.92	8.74	4	2	12	8	0	4	0	1.82E+05	1.22E+05	0.00E+00	6.08E+04	0.00E+00	apr13_W_74_16S_16S_S12_L001_R1_001.fastq	apr13_W_74_16S_16S_S12_L001_R2_001.fastq	7416S_S12_L001_R1_001.fastq	7416S_S12_L001_R2_001.fastq	apr13_W_74_16S_18S_S12_L001_R1_001.fastq	apr13_W_74_16S_18S_S12_L001_R2_001.fastq	7418S_S12_L001_R1_001.fastq	7418S_S12_L001_R2_001.fastq
apr13_H2O_75	apr13_H2O_75_16S	75	april	water	H2O	4/13/16	4/11/16	12.7	100	0.598	8.39	3.92	8.74	4	2	12	8	0	4	0	1.82E+05	1.22E+05	0.00E+00	6.08E+04	0.00E+00	apr13_H2O_75_16S_16S_S13_L001_R1_001.fastq	apr13_H2O_75_16S_16S_S13_L001_R2_001.fastq	7516S_S13_L001_R1_001.fastq	7516S_S13_L001_R2_001.fastq	apr13_H2O_75_16S_18S_S13_L001_R1_001.fastq	apr13_H2O_75_16S_18S_S13_L001_R2_001.fastq	7518S_S13_L001_R1_001.fastq	7518S_S13_L001_R2_001.fastq
apr20_E_82	apr20_E_82_16S	82	april	bright	E	4/20/16	4/11/16	12.7	100	0.598	8.39	3.92	8.74	4	2	12	8	0	4	0	1.82E+05	1.22E+05	0.00E+00	6.08E+04	0.00E+00	apr20_E_82_16S_16S_S14_L001_R1_001.fastq	apr20_E_82_16S_16S_S14_L001_R2_001.fastq	8216S_S14_L001_R1_001.fastq	8216S_S14_L001_R2_001.fastq	apr20_E_82_16S_18S_S14_L001_R1_001.fastq	apr20_E_82_16S_18S_S14_L001_R2_001.fastq	8218S_S14_L001_R1_001.fastq	8218S_S14_L001_R2_001.fastq
apr20_W_83	apr20_W_83_16S	83	april	dark	W	4/20/16	4/11/16	12.7	100	0.598	8.39	3.92	8.74	4	2	12	8	0	4	0	1.82E+05	1.22E+05	0.00E+00	6.08E+04	0.00E+00	apr20_W_83_16S_16S_S15_L001_R1_001.fastq	apr20_W_83_16S_16S_S15_L001_R2_001.fastq	8316S_S15_L001_R1_001.fastq	8316S_S15_L001_R2_001.fastq	apr20_W_83_16S_18S_S15_L001_R1_001.fastq	apr20_W_83_16S_18S_S15_L001_R2_001.fastq	8318S_S15_L001_R1_001.fastq	8318S_S15_L001_R2_001.fastq
apr20_H2O_84	apr20_H2O_84_16S	84	april	water	H2O	4/20/16	4/11/16	12.7	100	0.598	8.39	3.92	8.74	4	2	12	8	0	4	0	1.82E+05	1.22E+05	0.00E+00	6.08E+04	0.00E+00	apr20_H2O_84_16S_16S_S16_L001_R1_001.fastq	apr20_H2O_84_16S_16S_S16_L001_R2_001.fastq	8416S_S16_L001_R1_001.fastq	8416S_S16_L001_R2_001.fastq	apr20_H2O_84_16S_18S_S16_L001_R1_001.fastq	apr20_H2O_84_16S_18S_S16_L001_R2_001.fastq	8418S_S16_L001_R1_001.fastq	8418S_S16_L001_R2_001.fastq
apr27_W_92	apr27_W_92_16S	92	april	dark	W	4/27/16	4/11/16	12.7	100	0.598	8.39	3.92	8.74	4	2	12	8	0	4	0	1.82E+05	1.22E+05	0.00E+00	6.08E+04	0.00E+00	apr27_W_92_16S_16S_S17_L001_R1_001.fastq	apr27_W_92_16S_16S_S17_L001_R2_001.fastq	9216S_S17_L001_R1_001.fastq	9216S_S17_L001_R2_001.fastq	apr27_W_92_16S_18S_S17_L001_R1_001.fastq	apr27_W_92_16S_18S_S17_L001_R2_001.fastq	9218S_S17_L001_R1_001.fastq	9218S_S17_L001_R2_001.fastq
apr27_H2O_93	apr27_H2O_93_16S	93	april	water	H2O	4/27/16	4/11/16	12.7	100	0.598	8.39	3.92	8.74	4	2	12	8	0	4	0	1.82E+05	1.22E+05	0.00E+00	6.08E+04	0.00E+00	apr27_H2O_93_16S_16S_S18_L001_R1_001.fastq	apr27_H2O_93_16S_16S_S18_L001_R2_001.fastq	9316S_S18_L001_R1_001.fastq	9316S_S18_L001_R2_001.fastq	apr27_H2O_93_16S_18S_S18_L001_R1_001.fastq	apr27_H2O_93_16S_18S_S18_L001_R2_001.fastq	9318S_S18_L001_R1_001.fastq	9318S_S18_L001_R2_001.fastq
may5_E_100	may5_E_100_16S	100	may	bright	E	5/5/16	5/8/16	19.7	100	0.73	8.64	4.01	9.14	3.2	2	0	0	0	2	0	0.00E+00	0.00E+00	0.00E+00	3.04E+04	0.00E+00	may5_E_100_16S_16S_S19_L001_R1_001.fastq	may5_E_100_16S_16S_S19_L001_R2_001.fastq	10016S_S19_L001_R1_001.fastq	10016S_S19_L001_R2_001.fastq	may5_E_100_16S_18S_S19_L001_R1_001.fastq	may5_E_100_16S_18S_S19_L001_R2_001.fastq	10018S_S19_L001_R1_001.fastq	10018S_S19_L001_R2_001.fastq
may5_W_101	may5_W_101_16S	101	may	dark	W	5/5/16	5/8/16	19.7	100	0.73	8.64	4.01	9.14	3.2	2	0	0	0	2	0	0.00E+00	0.00E+00	0.00E+00	3.04E+04	0.00E+00	may5_W_101_16S_16S_S20_L001_R1_001.fastq	may5_W_101_16S_16S_S20_L001_R2_001.fastq	10116S_S20_L001_R1_001.fastq	10116S_S20_L001_R2_001.fastq	may5_W_101_16S_18S_S20_L001_R1_001.fastq	may5_W_101_16S_18S_S20_L001_R2_001.fastq	10118S_S20_L001_R1_001.fastq	10118S_S20_L001_R2_001.fastq
may10_E_109	may10_E_109_16S	109	may	bright	E	5/10/16	5/8/16	19.7	100	0.73	8.64	4.01	9.14	3.2	2	0	0	0	2	0	0.00E+00	0.00E+00	0.00E+00	3.04E+04	0.00E+00	may10_E_109_16S_16S_S21_L001_R1_001.fastq	may10_E_109_16S_16S_S21_L001_R2_001.fastq	10916S_S21_L001_R1_001.fastq	10916S_S21_L001_R2_001.fastq	may10_E_109_16S_18S_S21_L001_R1_001.fastq	may10_E_109_16S_18S_S21_L001_R2_001.fastq	10918S_S21_L001_R1_001.fastq	10918S_S21_L001_R2_001.fastq
may10_W_110	may10_W_110_16S	110	may	dark	W	5/10/16	5/8/16	19.7	100	0.73	8.64	4.01	9.14	3.2	2	0	0	0	2	0	0.00E+00	0.00E+00	0.00E+00	3.04E+04	0.00E+00	may10_W_110_16S_16S_S22_L001_R1_001.fastq	may10_W_110_16S_16S_S22_L001_R2_001.fastq	11016S_S22_L001_R1_001.fastq	11016S_S22_L001_R2_001.fastq	may10_W_110_16S_18S_S22_L001_R1_001.fastq	may10_W_110_16S_18S_S22_L001_R2_001.fastq	11018S_S22_L001_R1_001.fastq	11018S_S22_L001_R2_001.fastq
may10_H2O_111	may10_H2O_111_16S	111	may	water	H2O	5/10/16	5/8/16	19.7	100	0.73	8.64	4.01	9.14	3.2	2	0	0	0	2	0	0.00E+00	0.00E+00	0.00E+00	3.04E+04	0.00E+00	may10_H2O_111_16S_16S_S23_L001_R1_001.fastq	may10_H2O_111_16S_16S_S23_L001_R2_001.fastq	11116S_S23_L001_R1_001.fastq	11116S_S23_L001_R2_001.fastq	may10_H2O_111_16S_18S_S23_L001_R1_001.fastq	may10_H2O_111_16S_18S_S23_L001_R2_001.fastq	11118S_S23_L001_R1_001.fastq	11118S_S23_L001_R2_001.fastq
may18_E_118	may18_E_118_16S	118	may	bright	E	5/18/16	5/8/16	19.7	100	0.73	8.64	4.01	9.14	3.2	2	0	0	0	2	0	0.00E+00	0.00E+00	0.00E+00	3.04E+04	0.00E+00	may18_E_118_16S_16S_S24_L001_R1_001.fastq	may18_E_118_16S_16S_S24_L001_R2_001.fastq	11816S_S24_L001_R1_001.fastq	11816S_S24_L001_R2_001.fastq	may18_E_118_16S_18S_S24_L001_R1_001.fastq	may18_E_118_16S_18S_S24_L001_R2_001.fastq	11818S_S24_L001_R1_001.fastq	11818S_S24_L001_R2_001.fastq
may18_W_119	may18_W_119_16S	119	may	dark	W	5/18/16	5/8/16	19.7	100	0.73	8.64	4.01	9.14	3.2	2	0	0	0	2	0	0.00E+00	0.00E+00	0.00E+00	3.04E+04	0.00E+00	may18_W_119_16S_16S_S25_L001_R1_001.fastq	may18_W_119_16S_16S_S25_L001_R2_001.fastq	11916S_S25_L001_R1_001.fastq	11916S_S25_L001_R2_001.fastq	may18_W_119_16S_18S_S25_L001_R1_001.fastq	may18_W_119_16S_18S_S25_L001_R2_001.fastq	11918S_S25_L001_R1_001.fastq	11918S_S25_L001_R2_001.fastq
may18_H2O_120	may18_H2O_120_16S	120	may	water	H2O	5/18/16	5/8/16	19.7	100	0.73	8.64	4.01	9.14	3.2	2	0	0	0	2	0	0.00E+00	0.00E+00	0.00E+00	3.04E+04	0.00E+00	may18_H2O_120_16S_16S_S26_L001_R1_001.fastq	may18_H2O_120_16S_16S_S26_L001_R2_001.fastq	12016S_S26_L001_R1_001.fastq	12016S_S26_L001_R2_001.fastq	may18_H2O_120_16S_18S_S26_L001_R1_001.fastq	may18_H2O_120_16S_18S_S26_L001_R2_001.fastq	12018S_S26_L001_R1_001.fastq	12018S_S26_L001_R2_001.fastq
may25_E_127	may25_E_127_16S	127	may	bright	E	5/25/16	5/8/16	19.7	100	0.73	8.64	4.01	9.14	3.2	2	0	0	0	2	0	0.00E+00	0.00E+00	0.00E+00	3.04E+04	0.00E+00	may25_E_127_16S_16S_S27_L001_R1_001.fastq	may25_E_127_16S_16S_S27_L001_R2_001.fastq	12716S_S27_L001_R1_001.fastq	12716S_S27_L001_R2_001.fastq	may25_E_127_16S_18S_S27_L001_R1_001.fastq	may25_E_127_16S_18S_S27_L001_R2_001.fastq	12718S_S27_L001_R1_001.fastq	12718S_S27_L001_R2_001.fastq
may25_W_128	may25_W_128_16S	128	may	dark	W	5/25/16	5/8/16	19.7	100	0.73	8.64	4.01	9.14	3.2	2	0	0	0	2	0	0.00E+00	0.00E+00	0.00E+00	3.04E+04	0.00E+00	may25_W_128_16S_16S_S28_L001_R1_001.fastq	may25_W_128_16S_16S_S28_L001_R2_001.fastq	12816S_S28_L001_R1_001.fastq	12816S_S28_L001_R2_001.fastq	may25_W_128_16S_18S_S28_L001_R1_001.fastq	may25_W_128_16S_18S_S28_L001_R2_001.fastq	12818S_S28_L001_R1_001.fastq	12818S_S28_L001_R2_001.fastq
may25_H2O_129	may25_H2O_129_16S	129	may	water	H2O	5/25/16	5/8/16	19.7	100	0.73	8.64	4.01	9.14	3.2	2	0	0	0	2	0	0.00E+00	0.00E+00	0.00E+00	3.04E+04	0.00E+00	may25_H2O_129_16S_16S_S29_L001_R1_001.fastq	may25_H2O_129_16S_16S_S29_L001_R2_001.fastq	12916S_S29_L001_R1_001.fastq	12916S_S29_L001_R2_001.fastq	may25_H2O_129_16S_18S_S29_L001_R1_001.fastq	may25_H2O_129_16S_18S_S29_L001_R2_001.fastq	12918S_S29_L001_R1_001.fastq	12918S_S29_L001_R2_001.fastq
jun1_E_136	jun1_E_136_16S	136	june	bright	E	6/1/16	6/6/16	24.2	100	0.496	8.52	0	0	1.4	NA	10	6	2	2	0	1.52E+05	9.12E+04	3.04E+04	3.04E+04	0.00E+00	jun1_E_136_16S_16S_S30_L001_R1_001.fastq	jun1_E_136_16S_16S_S30_L001_R2_001.fastq	13616S_S30_L001_R1_001.fastq	13616S_S30_L001_R2_001.fastq	jun1_E_136_16S_18S_S30_L001_R1_001.fastq	jun1_E_136_16S_18S_S30_L001_R2_001.fastq	13618S_S30_L001_R1_001.fastq	13618S_S30_L001_R2_001.fastq
jun1_W_137	jun1_W_137_16S	137	june	dark	W	6/1/16	6/6/16	24.2	100	0.496	8.52	0	0	1.4	NA	10	6	2	2	0	1.52E+05	9.12E+04	3.04E+04	3.04E+04	0.00E+00	jun1_W_137_16S_16S_S31_L001_R1_001.fastq	jun1_W_137_16S_16S_S31_L001_R2_001.fastq	13716S_S31_L001_R1_001.fastq	13716S_S31_L001_R2_001.fastq	jun1_W_137_16S_18S_S31_L001_R1_001.fastq	jun1_W_137_16S_18S_S31_L001_R2_001.fastq	13718S_S31_L001_R1_001.fastq	13718S_S31_L001_R2_001.fastq
jun1_H2O_138	jun1_H2O_138_16S	138	june	water	H2O	6/1/16	6/6/16	24.2	100	0.496	8.52	0	0	1.4	NA	10	6	2	2	0	1.52E+05	9.12E+04	3.04E+04	3.04E+04	0.00E+00	jun1_H2O_138_16S_16S_S32_L001_R1_001.fastq	jun1_H2O_138_16S_16S_S32_L001_R2_001.fastq	13816S_S32_L001_R1_001.fastq	13816S_S32_L001_R2_001.fastq	jun1_H2O_138_16S_18S_S32_L001_R1_001.fastq	jun1_H2O_138_16S_18S_S32_L001_R2_001.fastq	13818S_S32_L001_R1_001.fastq	13818S_S32_L001_R2_001.fastq
jun7_E_148	jun7_E_148_16S	148	june	bright	E	6/7/16	6/6/16	24.2	100	0.496	8.52	0	0	1.4	NA	10	6	2	2	0	1.52E+05	9.12E+04	3.04E+04	3.04E+04	0.00E+00	jun7_E_148_16S_16S_S33_L001_R1_001.fastq	jun7_E_148_16S_16S_S33_L001_R2_001.fastq	14816S_S33_L001_R1_001.fastq	14816S_S33_L001_R2_001.fastq	jun7_E_148_16S_18S_S33_L001_R1_001.fastq	jun7_E_148_16S_18S_S33_L001_R2_001.fastq	14818S_S33_L001_R1_001.fastq	14818S_S33_L001_R2_001.fastq
jun7_W_149	jun7_W_149_16S	149	june	dark	W	6/7/16	6/6/16	24.2	100	0.496	8.52	0	0	1.4	NA	10	6	2	2	0	1.52E+05	9.12E+04	3.04E+04	3.04E+04	0.00E+00	jun7_W_149_16S_16S_S34_L001_R1_001.fastq	jun7_W_149_16S_16S_S34_L001_R2_001.fastq	14916S_S34_L001_R1_001.fastq	14916S_S34_L001_R2_001.fastq	jun7_W_149_16S_18S_S34_L001_R1_001.fastq	jun7_W_149_16S_18S_S34_L001_R2_001.fastq	14918S_S34_L001_R1_001.fastq	14918S_S34_L001_R2_001.fastq
jun7_H2O_150	jun7_H2O_150_16S	150	june	water	H2O	6/7/16	6/6/16	24.2	100	0.496	8.52	0	0	1.4	NA	10	6	2	2	0	1.52E+05	9.12E+04	3.04E+04	3.04E+04	0.00E+00	jun7_H2O_150_16S_16S_S35_L001_R1_001.fastq	jun7_H2O_150_16S_16S_S35_L001_R2_001.fastq	15016S_S35_L001_R1_001.fastq	15016S_S35_L001_R2_001.fastq	jun7_H2O_150_16S_18S_S35_L001_R1_001.fastq	jun7_H2O_150_16S_18S_S35_L001_R2_001.fastq	15018S_S35_L001_R1_001.fastq	15018S_S35_L001_R2_001.fastq
jun21_E_157	jun21_E_157_16S	157	june	bright	E	6/21/16	6/6/16	24.2	100	0.496	8.52	0	0	1.4	NA	10	6	2	2	0	1.52E+05	9.12E+04	3.04E+04	3.04E+04	0.00E+00	jun21_E_157_16S_16S_S36_L001_R1_001.fastq	jun21_E_157_16S_16S_S36_L001_R2_001.fastq	15716S_S36_L001_R1_001.fastq	15716S_S36_L001_R2_001.fastq	jun21_E_157_16S_18S_S36_L001_R1_001.fastq	jun21_E_157_16S_18S_S36_L001_R2_001.fastq	15718S_S36_L001_R1_001.fastq	15718S_S36_L001_R2_001.fastq
jun21_W_158	jun21_W_158_16S	158	june	dark	W	6/21/16	6/6/16	24.2	100	0.496	8.52	0	0	1.4	NA	10	6	2	2	0	1.52E+05	9.12E+04	3.04E+04	3.04E+04	0.00E+00	jun21_W_158_16S_16S_S37_L001_R1_001.fastq	jun21_W_158_16S_16S_S37_L001_R2_001.fastq	15816S_S37_L001_R1_001.fastq	15816S_S37_L001_R2_001.fastq	jun21_W_158_16S_18S_S37_L001_R1_001.fastq	jun21_W_158_16S_18S_S37_L001_R2_001.fastq	15818S_S37_L001_R1_001.fastq	15818S_S37_L001_R2_001.fastq
jun21_H2O_159	jun21_H2O_159_16S	159	june	water	H2O	6/21/16	6/6/16	24.2	100	0.496	8.52	0	0	1.4	NA	10	6	2	2	0	1.52E+05	9.12E+04	3.04E+04	3.04E+04	0.00E+00	jun21_H2O_159_16S_16S_S38_L001_R1_001.fastq	jun21_H2O_159_16S_16S_S38_L001_R2_001.fastq	15916S_S38_L001_R1_001.fastq	15916S_S38_L001_R2_001.fastq	jun21_H2O_159_16S_18S_S38_L001_R1_001.fastq	jun21_H2O_159_16S_18S_S38_L001_R2_001.fastq	15918S_S38_L001_R1_001.fastq	15918S_S38_L001_R2_001.fastq
jul7_E_166	jul7_E_166_16S	166	july	bright	E	7/7/16	7/11/16	23.6	99.6	0.74	8.5	4.22	9.73	31.6	1	10	6	0	4	0	1.58E+07	4.26E+05	9.12E+04	1.52E+07	6.08E+04	jul7_E_166_16S_16S_S39_L001_R1_001.fastq	jul7_E_166_16S_16S_S39_L001_R2_001.fastq	16616S_S39_L001_R1_001.fastq	16616S_S39_L001_R2_001.fastq	jul7_E_166_16S_18S_S39_L001_R1_001.fastq	jul7_E_166_16S_18S_S39_L001_R2_001.fastq	16618S_S39_L001_R1_001.fastq	16618S_S39_L001_R2_001.fastq
jul7_W_167	jul7_W_167_16S	167	july	dark	W	7/7/16	7/11/16	23.6	99.6	0.74	8.5	4.22	9.73	31.6	1	10	6	0	4	0	1.58E+07	4.26E+05	9.12E+04	1.52E+07	6.08E+04	jul7_W_167_16S_16S_S40_L001_R1_001.fastq	jul7_W_167_16S_16S_S40_L001_R2_001.fastq	16716S_S40_L001_R1_001.fastq	16716S_S40_L001_R2_001.fastq	jul7_W_167_16S_18S_S40_L001_R1_001.fastq	jul7_W_167_16S_18S_S40_L001_R2_001.fastq	16718S_S40_L001_R1_001.fastq	16718S_S40_L001_R2_001.fastq
jul7_H2O_168	jul7_H2O_168_16S	168	july	water	H2O	7/7/16	7/11/16	23.6	99.6	0.74	8.5	4.22	9.73	31.6	1	10	6	0	4	0	1.58E+07	4.26E+05	9.12E+04	1.52E+07	6.08E+04	jul7_H2O_168_16S_16S_S41_L001_R1_001.fastq	jul7_H2O_168_16S_16S_S41_L001_R2_001.fastq	16816S_S41_L001_R1_001.fastq	16816S_S41_L001_R2_001.fastq	jul7_H2O_168_16S_18S_S41_L001_R1_001.fastq	jul7_H2O_168_16S_18S_S41_L001_R2_001.fastq	16818S_S41_L001_R1_001.fastq	16818S_S41_L001_R2_001.fastq
jul20_E_175	jul20_E_175_16S	175	july	bright	E	7/20/16	7/11/16	23.6	99.6	0.74	8.5	4.22	9.73	31.6	1	10	6	0	4	0	1.58E+07	4.26E+05	9.12E+04	1.52E+07	6.08E+04	jul20_E_175_16S_16S_S42_L001_R1_001.fastq	jul20_E_175_16S_16S_S42_L001_R2_001.fastq	17516S_S42_L001_R1_001.fastq	17516S_S42_L001_R2_001.fastq	jul20_E_175_16S_18S_S42_L001_R1_001.fastq	jul20_E_175_16S_18S_S42_L001_R2_001.fastq	17518S_S42_L001_R1_001.fastq	17518S_S42_L001_R2_001.fastq
jul20_W_176	jul20_W_176_16S	176	july	dark	W	7/20/16	7/11/16	23.6	99.6	0.74	8.5	4.22	9.73	31.6	1	10	6	0	4	0	1.58E+07	4.26E+05	9.12E+04	1.52E+07	6.08E+04	jul20_W_176_16S_16S_S43_L001_R1_001.fastq	jul20_W_176_16S_16S_S43_L001_R2_001.fastq	17616S_S43_L001_R1_001.fastq	17616S_S43_L001_R2_001.fastq	jul20_W_176_16S_18S_S43_L001_R1_001.fastq	jul20_W_176_16S_18S_S43_L001_R2_001.fastq	17618S_S43_L001_R1_001.fastq	17618S_S43_L001_R2_001.fastq
